"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1"	"QC2"	"R1_pre"	"R2_pre"	"R3_pre"	"Y1_pre"	"Y2_pre"	"Y3_pre"	"QC3"	"R1_post"	"R2_post"	"R3_post"	"Y1_post"	"Y2_post"	"Y3_post"	"QC4"
""	"C4H6O6"	"OC(C(O)C(O)=O)C(O)=O"	"FEWJPZIEWOKRBE-UHFFFAOYNA-N"	"L-(+)-tartaric acid"	"149.00815"	""	""	""	"8.504"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"46"	"0"	"157"	"31"	"0"	"1"	"26404"	"228"	"35"	"0"	"0"	"0"	"0"
""	"C4H6O6"	"OC(C(O)C(O)=O)C(O)=O"	"FEWJPZIEWOKRBE-UHFFFAOYNA-N"	"L-(+)-tartaric acid"	"149.00815"	""	""	""	"7.141"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"327"	"1284"	"1003"	"538"	"435"	"535"	"426"	"435"	"36874"	"835"	"759"	"400"	"673"	"240"	"519"
""	"C4H6O6"	"OC(C(O)C(O)=O)C(O)=O"	"FEWJPZIEWOKRBE-UHFFFAOYNA-N"	"L-(+)-tartaric acid"	"149.01065"	""	""	""	"0.959"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"259"	"1695"	"289"	"3378"	"961"	"572"	"3529"	"5404"	"2774"	"6590"	"4143"	"10590"	"3167"	"6592"	"5786"	"5208"
""	"C4H6O6"	"OC(C(O)C(O)=O)C(O)=O"	"FEWJPZIEWOKRBE-UHFFFAOYNA-N"	"L-(+)-tartaric acid"	"149.01065"	""	""	""	"7.516"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"123"	"551"	"944"	"107"	"259"	"0"	"150"	"251"	"26884"	"386"	"89"	"135"	"124"	"180"	"106"
""	"C5H5N5O"	"OC1=NC(=N)NC2=C1N=CN2"	"UYTPUPDQBNUYGX-UHFFFAOYSA-N"	"Guanine"	"150.04712"	""	""	""	"1.231"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"373"	"0"	"0"	"71"	"0"	"745"	"702"	"389"	"701"	"621"	"777"	"1126"	"2632"	"713"	"629"
"CHEBI:36062"	"C7H6O4"	"OC(=O)C1=CC(O)=C(O)C=C1"	"YQUVCSBJEUQKSH-UHFFFAOYSA-N"	"Protocatechuic acid"	"153.03119"	""	""	""	"4.978"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1268"	"8517"	"8632"	"9311"	"4718"	"10414"	"9670"	"10105"	"11513"	"15308"	"14775"	"16052"	"14735"	"13627"	"15278"	"11027"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](CC1=CN=CN1)C(O)=O"	"HNDVDQJCIGZPNO-YFKPBYRVSA-N"	"L-Histidine"	"154.06374"	""	""	""	"5.401"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3301"	"6798"	"6968"	"7144"	"7020"	"7203"	"6988"	"7483"	"6999"	"6498"	"8237"	"7220"	"6909"	"7166"	"6995"	"6559"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](CC1=CN=CN1)C(O)=O"	"HNDVDQJCIGZPNO-YFKPBYRVSA-N"	"L-Histidine"	"154.06374"	""	""	""	"5.401"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3301"	"6798"	"6968"	"7144"	"7020"	"7203"	"6988"	"7483"	"6999"	"6498"	"8237"	"7220"	"6909"	"7166"	"6995"	"6559"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](CC1=CN=CN1)C(O)=O"	"HNDVDQJCIGZPNO-YFKPBYRVSA-N"	"L-Histidine"	"154.06628"	""	""	""	"0.547"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"34412"	"236414"	"339270"	"197127"	"334202"	"319551"	"233068"	"72563"	"368332"	"238750"	"274544"	"55684"	"538461"	"90560"	"59774"	"376292"
"CHEBI:15971"	"C6H9N3O2"	"N[C@@H](CC1=CN=CN1)C(O)=O"	"HNDVDQJCIGZPNO-YFKPBYRVSA-N"	"L-Histidine"	"154.06628"	""	""	""	"0.547"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"34412"	"236414"	"339270"	"197127"	"334202"	"319551"	"233068"	"72563"	"368332"	"238750"	"274544"	"55684"	"538461"	"90560"	"59774"	"376292"
""	"C7H16N2O2"	"NCCCC[C@H](N)CC(O)=O"	"PJDINCOFOROBQW-LURJTMIESA-N"	"(3S)-3,7-diaminoheptanoic acid"	"159.09778"	""	""	""	"4.821"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1409"	"2942"	"3626"	"3425"	"4297"	"3715"	"4329"	"4367"	"4014"	"4146"	"4304"	"3951"	"3873"	"5361"	"4027"	"3738"
"CHEBI:16831"	"C6H10O5"	"CC(O)(CC(O)=O)CC(O)=O"	"NPOAOTPXWNWTSH-UHFFFAOYSA-N"	"3-Hydroxy-3-methylglutaric acid"	"161.05089"	""	""	""	"0.646"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"618"	"6933"	"1178"	"5856"	"5436"	"2576"	"7750"	"24622"	"9987"	"33664"	"14147"	"29220"	"13401"	"60604"	"30364"	"9408"
""	"C6H14N2O3"	"NCC(O)CCC(N)C(O)=O"	"YSMODUONRAFBET-UHFFFAOYNA-N"	"DL-5-Hydroxylysine"	"161.09247"	""	""	""	"5.768"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3043"	"4840"	"5350"	"5695"	"5909"	"6084"	"5950"	"5692"	"6142"	"6179"	"5987"	"6733"	"5668"	"6327"	"5196"	"5494"
""	"C6H9ClO3"	"COC(=O)CCCC(Cl)=O"	"JCAZSWWHFJVFPP-UHFFFAOYSA-N"	"Methyl 5-chloro-5-oxovalerate"	"163.00285"	""	""	""	"1.249"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1592"	"7994"	"5751"	"12314"	"9010"	"8450"	"12374"	"16838"	"11579"	"14653"	"15153"	"19823"	"10882"	"15356"	"14971"	"12559"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.05775"	""	""	""	"6.022"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"255"	"865"	"1242"	"997"	"1797"	"1191"	"780"	"1626"	"1389"	"47"	"6"	"844"	"1277"	"2283"	"3484"	"1156"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.05775"	""	""	""	"6.022"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"255"	"865"	"1242"	"997"	"1797"	"1191"	"780"	"1626"	"1389"	"47"	"6"	"844"	"1277"	"2283"	"3484"	"1156"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.06299"	""	""	""	"6.691"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"807"	"1449"	"2711"	"1414"	"2839"	"2241"	"1337"	"2913"	"2519"	"269"	"75"	"1908"	"2479"	"4542"	"5967"	"2254"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.06299"	""	""	""	"6.691"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"807"	"1449"	"2711"	"1414"	"2839"	"2241"	"1337"	"2913"	"2519"	"269"	"75"	"1908"	"2479"	"4542"	"5967"	"2254"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.06560"	""	""	""	"0.699"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"986"	"6521"	"5170"	"10387"	"11562"	"7674"	"8137"	"29300"	"8858"	"0"	"0"	"5005"	"5804"	"33456"	"33332"	"10955"
"CHEBI:62346"	"C6H12O5"	"C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O"	"SHZGCJCMOBCMKK-JFNONXLTSA-N"	"L-(+)-Rhamnose"	"163.06560"	""	""	""	"0.699"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"986"	"6521"	"5170"	"10387"	"11562"	"7674"	"8137"	"29300"	"8858"	"0"	"0"	"5005"	"5804"	"33456"	"33332"	"10955"
"CHEBI:10447"	"C10H12O2"	"CC(C)C1=CC(=O)C(O)=CC=C1"	"FUWUEFKEXZQKKA-UHFFFAOYSA-N"	"Hinokitiol"	"163.07344"	""	""	""	"4.069"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"750"	"4390"	"4804"	"5814"	"6504"	"5303"	"6337"	"6357"	"6997"	"6854"	"7978"	"7759"	"7481"	"10044"	"8464"	"7108"
"CHEBI:10447"	"C10H12O2"	"CC(C)C1=CC(=O)C(O)=CC=C1"	"FUWUEFKEXZQKKA-UHFFFAOYSA-N"	"Hinokitiol"	"163.07344"	""	""	""	"3.137"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"245"	"3760"	"5106"	"5162"	"6404"	"5643"	"5628"	"6330"	"5755"	"2267"	"2856"	"5439"	"4525"	"4069"	"5469"	"3777"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.03758"	""	""	""	"8.504"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6"	"53"	"52"	"110"	"83"	"82"	"38"	"14"	"57"	"18732"	"92"	"0"	"482"	"37"	"65"	"34"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.03758"	""	""	""	"7.312"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"75"	"90"	"103"	"161"	"135"	"78"	"135"	"9"	"11614"	"6"	"0"	"0"	"0"	"74"	"0"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.03758"	""	""	""	"10.700"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"35"	"93"	"54"	"75"	"27"	"127"	"0"	"0"	"15962"	"0"	"135"	"0"	"0"	"122"	"111"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"9.034"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"20"	"33"	"18"	"0"	"0"	"1"	"7"	"15618"	"92"	"18"	"3"	"0"	"0"	"6"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"7.141"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"40"	"153"	"562"	"435"	"26"	"186"	"29"	"228"	"233"	"15880"	"469"	"226"	"14"	"177"	"101"	"72"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"9.750"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"80"	"73"	"146"	"81"	"194"	"149"	"147"	"158"	"75"	"22717"	"3155"	"136"	"100"	"97"	"54"	"45"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"6.993"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"162"	"51"	"499"	"166"	"341"	"276"	"264"	"454"	"310"	"13320"	"430"	"194"	"137"	"299"	"75"	"527"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"8.098"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"99"	"125"	"622"	"372"	"179"	"228"	"39"	"89"	"106"	"24100"	"537"	"4086"	"75"	"4"	"93"	"0"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"7.519"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"260"	"283"	"273"	"196"	"25"	"163"	"0"	"134"	"23894"	"81"	"36"	"243"	"254"	"56"	"0"
""	"C6H6N4O2"	"CN1C2=C(N=CN2)C(O)=NC1=O"	"GMSNIKWWOQHZGF-UHFFFAOYSA-N"	"3-Methylxanthine"	"165.04022"	""	""	""	"7.774"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"151"	"596"	"663"	"559"	"78"	"121"	"224"	"124"	"32491"	"12042"	"204"	"1030"	"350"	"47"	"0"
""	"C8H9NO3"	"CC1=C(O)C(C=O)=C(CO)C=N1"	"RADKZDMFGJYCBB-UHFFFAOYSA-N"	"Pyridoxal"	"166.05968"	""	""	""	"5.239"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1175"	"3092"	"3537"	"3593"	"3790"	"3608"	"3825"	"3433"	"3937"	"3835"	"3998"	"3774"	"4430"	"4711"	"3682"	"3827"
"CHEBI:44897"	"C3H5O6P"	"OC(=O)C(=C)OP(O)(O)=O"	"DTBNBXWJWCWCIK-UHFFFAOYSA-N"	"Phosphoenolpyruvic acid"	"166.95528"	""	""	""	"0.905"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"250"	"5808"	"2065"	"6449"	"4235"	"3195"	"5626"	"6511"	"8027"	"5334"	"7056"	"4609"	"3642"	"4316"	"5319"	"5875"
"CHEBI:44897"	"C3H5O6P"	"OC(=O)C(=C)OP(O)(O)=O"	"DTBNBXWJWCWCIK-UHFFFAOYSA-N"	"Phosphoenolpyruvic acid"	"166.95793"	""	""	""	"0.538"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"102"	"9535"	"10905"	"11267"	"12620"	"13591"	"11082"	"12537"	"15269"	"20132"	"20889"	"11277"	"11569"	"10963"	"14091"	"5763"
"CHEBI:44897"	"C3H5O6P"	"OC(=O)C(=C)OP(O)(O)=O"	"DTBNBXWJWCWCIK-UHFFFAOYSA-N"	"Phosphoenolpyruvic acid"	"166.96323"	""	""	""	"11.314"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"10362"	"10758"	"11658"	"12570"	"11915"	"11626"	"11668"	"12092"	"11582"	"11700"	"12042"	"12563"	"11973"	"12375"	"12097"	"11441"
""	"C8H8O4"	"OC(=O)CC1=CC(O)=CC=C1O"	"IGMNYECMUMZDDF-UHFFFAOYSA-N"	"Homogentisic acid"	"167.02936"	""	""	""	"6.577"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2004"	"3339"	"3620"	"3182"	"3905"	"2912"	"2907"	"3352"	"3596"	"5132"	"3109"	"5532"	"4491"	"15246"	"3151"	"4910"
""	"C8H8O4"	"OC(=O)CC1=CC(O)=CC=C1O"	"IGMNYECMUMZDDF-UHFFFAOYSA-N"	"Homogentisic acid"	"167.04788"	""	""	""	"0.923"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"116"	"1646"	"0"	"0"	"629"	"0"	"643"	"1164"	"2713"	"13969"	"4609"	"1649"	"7773"	"5853"	"600"	"2549"
"CHEBI:15978"	"C3H9O6P"	"OC[C@@H](O)COP(O)(O)=O"	"AWUCVROLDVIAJX-GSVOUGTGSA-N"	"sn-Glycerol 3-phosphate"	"171.00325"	""	""	""	"1.206"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"517"	"2532"	"3233"	"1585"	"2900"	"3706"	"1673"	"175"	"3107"	"1837"	"1951"	"0"	"4528"	"507"	"103"	"3052"
"CHEBI:15978"	"C3H9O6P"	"OC[C@@H](O)COP(O)(O)=O"	"AWUCVROLDVIAJX-GSVOUGTGSA-N"	"sn-Glycerol 3-phosphate"	"171.00325"	""	""	""	"0.645"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1158"	"9581"	"8825"	"15174"	"13465"	"8256"	"20652"	"63613"	"12696"	"1242"	"19131"	"7751"	"12929"	"135691"	"116406"	"12928"
"CHEBI:70744"	"C7H12N2O3"	"NCC(=O)N1CCC[C@H]1C(O)=O"	"KZNQNBZMBZJQJO-YFKPBYRVSA-N"	"Glycyl-L-proline"	"171.08626"	""	""	""	"0.923"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"340"	"0"	"0"	"0"	"0"	"0"	"0"	"258"	"4201"	"861"	"416"	"2100"	"1970"	"125"	"602"
"CHEBI:27500"	"C6H7NO3S"	"NC1=CC=C(C=C1)S(O)(=O)=O"	"HVBSAKJJOYLTQU-UHFFFAOYSA-N"	"Sulfanilic acid"	"172.01677"	""	""	""	"0.605"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"73"	"0"	"0"	"547"	"1809"	"0"	"6740"	"5593"	"4285"	"0"	"5851"	"2440"	"0"
"CHEBI:32805"	"C6H6O6"	"OC(=O)C\C(=C\C(O)=O)C(O)=O"	"GTZCVFVGUGFEME-IWQZZHSRSA-N"	"cis-Aconitic acid"	"173.00098"	""	""	""	"0.642"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"109"	"0"	"787"	"0"	"0"	"214"	"3798"	"149"	"3493"	"1812"	"4936"	"0"	"7432"	"6054"	"231"
"CHEBI:32805"	"C6H6O6"	"OC(=O)C\C(=C\C(O)=O)C(O)=O"	"GTZCVFVGUGFEME-IWQZZHSRSA-N"	"cis-Aconitic acid"	"173.00905"	""	""	""	"0.924"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"1085"	"3921"	"2685"	"6742"	"4548"	"1387"	"4593"	"2043"	"335"	"18"	"121"	"1895"	"4225"	"4293"	"2686"
"CHEBI:32805"	"C6H6O6"	"OC(=O)C\C(=C\C(O)=O)C(O)=O"	"GTZCVFVGUGFEME-IWQZZHSRSA-N"	"cis-Aconitic acid"	"173.01714"	""	""	""	"0.588"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"386"	"0"	"595"	"0"	"0"	"371"	"2920"	"631"	"8370"	"3731"	"5588"	"2"	"7152"	"3966"	"613"
"CHEBI:16467"	"C6H14N4O2"	"N[C@@H](CCCNC(N)=N)C(O)=O"	"ODKSFYDXXFIFQN-BYPYZUCNSA-N"	"L-(+)-Arginine"	"173.10602"	""	""	""	"0.551"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"107"	"2312"	"0"	"940"	"439"	"0"	"2467"	"3449"	"3457"	"19722"	"5053"	"5121"	"4140"	"15453"	"3000"	"3226"
"CHEBI:16467"	"C6H14N4O2"	"N[C@@H](CCCNC(N)=N)C(O)=O"	"ODKSFYDXXFIFQN-BYPYZUCNSA-N"	"L-(+)-Arginine"	"173.10602"	""	""	""	"0.551"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"107"	"2312"	"0"	"940"	"439"	"0"	"2467"	"3449"	"3457"	"19722"	"5053"	"5121"	"4140"	"15453"	"3000"	"3226"
"CHEBI:16467"	"C6H14N4O2"	"N[C@@H](CCCNC(N)=N)C(O)=O"	"ODKSFYDXXFIFQN-BYPYZUCNSA-N"	"L-(+)-Arginine"	"173.11679"	""	""	""	"5.135"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1400"	"2302"	"3236"	"6771"	"7132"	"6293"	"6449"	"7300"	"6407"	"3913"	"7989"	"7154"	"6126"	"7855"	"6055"	"3099"
"CHEBI:16467"	"C6H14N4O2"	"N[C@@H](CCCNC(N)=N)C(O)=O"	"ODKSFYDXXFIFQN-BYPYZUCNSA-N"	"L-(+)-Arginine"	"173.11679"	""	""	""	"5.135"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1400"	"2302"	"3236"	"6771"	"7132"	"6293"	"6449"	"7300"	"6407"	"3913"	"7989"	"7154"	"6126"	"7855"	"6055"	"3099"
""	"C6H9NOS2"	"CS(=O)\C=C\CCN=C=S"	"QKGJFQMGPDVOQE-HWKANZRONA-N"	"S-Sulforaphene"	"174.00150"	""	""	""	"0.595"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"742"	"347"	"2881"	"189"	"356"	"2339"	"4714"	"1239"	"7101"	"4808"	"7211"	"687"	"11545"	"4995"	"1561"
""	"C6H9NOS2"	"CS(=O)\C=C\CCN=C=S"	"QKGJFQMGPDVOQE-HWKANZRONA-N"	"S-Sulforaphene"	"174.00667"	""	""	""	"11.021"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"20655"	"26361"	"33658"	"13236"	"24502"	"21919"	"24009"	"17391"	"5690"	"19515"	"21492"	"21784"	"25176"	"14148"	"15296"	"6298"
""	"C6H13N3O3"	"N[C@@H](CCCNC(O)=N)C(O)=O"	"RHGKLRLOHDJJDR-BYPYZUCNSA-N"	"L-Citrulline"	"174.06902"	""	""	""	"1.210"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12920"	"54394"	"55024"	"55151"	"61313"	"63457"	"64627"	"33623"	"78619"	"62872"	"72292"	"30669"	"77806"	"37544"	"33143"	"76964"
""	"C7H12O5"	"CC(C)C(O)(CC(O)=O)C(O)=O"	"BITYXLXUCSKTJS-UHFFFAOYNA-N"	"2-Isopropylmalic acid"	"175.05365"	""	""	""	"3.290"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"109"	"1714"	"4802"	"870"	"2735"	"3946"	"806"	"0"	"2423"	"2451"	"1877"	"528"	"5721"	"733"	"288"	"1610"
""	"C6H11NO3S"	"CSCC[C@H](N=CO)C(O)=O"	"PYUSHNKNPOHWEZ-YFKPBYRVSA-N"	"N-Formyl-L-Methionine"	"176.03290"	""	""	""	"0.929"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"2329"	"1207"	"3387"	"2016"	"1382"	"2975"	"1886"	"2932"	"1895"	"3839"	"2135"	"1509"	"1679"	"1927"	"3308"
""	"C6H11NO3S"	"CSCC[C@H](N=CO)C(O)=O"	"PYUSHNKNPOHWEZ-YFKPBYRVSA-N"	"N-Formyl-L-Methionine"	"176.04919"	""	""	""	"0.545"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3767"	"26137"	"29960"	"24103"	"35142"	"33517"	"25802"	"11260"	"35509"	"14909"	"24570"	"7328"	"38273"	"12223"	"9752"	"29565"
""	"C6H10O6"	"OCC(O)C1OC(=O)C(O)C1O"	"SXZYCXMUPBBULW-UHFFFAOYNA-N"	"D-(-)-Gulono-gamma-lactone"	"177.03397"	""	""	""	"0.925"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"550"	"0"	"0"	"0"	"0"	"0"	"226"	"1010"	"4887"	"1672"	"454"	"3118"	"1858"	"108"	"631"
""	"C10H13NO2"	"N[C@@H](CC(O)=O)CC1=CC=CC=C1"	"OFVBLKINTLPEGH-SECBINFHSA-N"	"(R)-3-Amino-4-phenylbutyric acid"	"178.08977"	""	""	""	"0.609"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1812"	"0"	"2158"	"670"	"122"	"0"	"4646"	"1586"	"0"
""	"C6H12O6"	"OCC1(O)COC(O)(CO)CO1"	"KEQUNHIAUQQPAC-UHFFFAOYNA-N"	"1,3-Dihydroxyacetone dimer"	"179.05008"	""	""	""	"0.923"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"124"	"3000"	"513"	"92"	"1216"	"0"	"1165"	"1970"	"4104"	"21633"	"6693"	"2601"	"12226"	"7759"	"1224"	"4102"
""	"C7H8N4O2"	"CN1C=NC2=C1C(=O)N(C)C(O)=N2"	"QUNWUDVFRNGTCO-UHFFFAOYSA-N"	"ParaXanthine"	"179.06377"	""	""	""	"0.646"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"5156"	"29382"	"7634"	"24336"	"19662"	"9007"	"34619"	"106537"	"41193"	"189502"	"75995"	"137547"	"64849"	"309535"	"137176"	"41795"
""	"C5H11NO4S"	"CC(O)=NCCCS(O)(=O)=O"	"AFCGFAGUEYAMAO-UHFFFAOYSA-N"	"Acamprosate"	"180.04044"	""	""	""	"0.546"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"274"	"7302"	"6162"	"7485"	"6122"	"6843"	"6255"	"2873"	"9854"	"4023"	"8832"	"2781"	"8215"	"3245"	"2381"	"6065"
