"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC1"	"QC2"	"R1_pre"	"R2_pre"	"R3_pre"	"Y1_pre"	"Y2_pre"	"Y3_pre"	"QC3"	"R1_post"	"R2_post"	"R3_post"	"Y1_post"	"Y2_post"	"Y3_post"	"QC4"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"11.027"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1256173"	"1605187"	"1798699"	"1554430"	"1749994"	"1628006"	"2045463"	"1860998"	"1751440"	"1705930"	"2613107"	"1653966"	"1777369"	"1573049"	"1373433"	"1844245"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"6.163"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"196018"	"341777"	"142752"	"167392"	"296455"	"322816"	"153760"	"536764"	"234719"	"243774"	"407024"	"263830"	"518991"	"177967"	"393078"	"288083"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"11.22"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"219332"	"538689"	"564253"	"309613"	"727931"	"1118524"	"863483"	"1226352"	"580988"	"1004771"	"262732"	"1138566"	"1300396"	"1489545"	"742940"	"660556"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"6.586"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"596759"	"394427"	"501982"	"230886"	"941276"	"1056638"	"1045564"	"436456"	"646199"	"674355"	"407630"	"1036436"	"963921"	"54072"	"45768"	"371420"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"5.017"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"71306"	"242348"	"226929"	"271884"	"118654"	"126844"	"181600"	"231026"	"106372"	"241161"	"226759"	"93251"	"82067"	"72341"	"82806"	"85133"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"8.15"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"323757"	"1179325"	"870746"	"486592"	"969678"	"426498"	"756215"	"474595"	"893720"	"426824"	"605928"	"326734"	"719263"	"1235324"	"1982962"	"758679"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"5.742"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"294530"	"413292"	"436637"	"434943"	"331897"	"435125"	"423065"	"346389"	"221640"	"170032"	"365352"	"525741"	"335000"	"486790"	"414515"	"127778"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"7.628"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1479952"	"615840"	"1247576"	"1153709"	"665370"	"484911"	"633813"	"926815"	"312132"	"976982"	"579519"	"553002"	"610058"	"999746"	"686672"	"513004"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10403"	""	""	""	"8.055"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1753654"	"1944968"	"522560"	"645074"	"801118"	"1130041"	"497392"	"643032"	"1067904"	"606373"	"778126"	"575358"	"475297"	"1451427"	"429208"	"605738"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"9.075"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"478679"	"626710"	"735842"	"664227"	"870694"	"396136"	"875418"	"576533"	"1461753"	"913814"	"1210406"	"593596"	"923357"	"995595"	"1057905"	"632376"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"2.892"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"124306"	"383513"	"272124"	"226416"	"239717"	"214287"	"222830"	"209563"	"490833"	"154367"	"271786"	"196651"	"190115"	"162949"	"145877"	"445286"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"6.1"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"181504"	"339376"	"238721"	"273165"	"256050"	"213573"	"220615"	"223358"	"277084"	"226505"	"232363"	"263830"	"158525"	"171841"	"253022"	"223237"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"7.44"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1196561"	"1442859"	"532171"	"1487384"	"1340204"	"1570600"	"494901"	"1078558"	"767771"	"1333876"	"1593038"	"1666512"	"1376649"	"1078256"	"1525590"	"1633320"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"4.616"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"51926"	"194193"	"133351"	"177183"	"136673"	"216552"	"64609"	"226339"	"73599"	"132045"	"118128"	"86660"	"72715"	"70208"	"79875"	"70485"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"7.105"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"459224"	"979796"	"849815"	"800206"	"723427"	"777614"	"840343"	"808246"	"1284537"	"691089"	"826600"	"723141"	"953693"	"704009"	"658899"	"1220699"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"2.818"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"184086"	"245588"	"379630"	"347282"	"329198"	"359738"	"338641"	"352734"	"42611"	"349593"	"330826"	"405968"	"295622"	"303210"	"327026"	"46851"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"7.858"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"382353"	"1531023"	"882872"	"1568743"	"695625"	"495419"	"726729"	"1017495"	"588079"	"648690"	"573031"	"565963"	"890331"	"874411"	"1261299"	"828765"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"6.673"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"229249"	"438380"	"1294059"	"534521"	"1256541"	"527957"	"1390066"	"620194"	"468924"	"384087"	"914760"	"357162"	"1074481"	"1156851"	"938372"	"417567"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"6.836"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"358446"	"599661"	"664963"	"808613"	"614508"	"742599"	"666662"	"664250"	"999567"	"837909"	"864369"	"560771"	"566359"	"539884"	"225364"	"709817"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"4.486"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"43897"	"281328"	"79765"	"145052"	"111072"	"197232"	"87396"	"83303"	"125510"	"78548"	"169786"	"101172"	"237891"	"78173"	"148529"	"128228"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"9.7"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"874590"	"678217"	"1149176"	"818413"	"815082"	"825586"	"562602"	"629890"	"647954"	"455812"	"588408"	"502025"	"447396"	"865004"	"828137"	"762734"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"3.262"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"36164"	"1298349"	"54812"	"36043"	"57898"	"70967"	"77736"	"74936"	"33428"	"89772"	"60880"	"67510"	"108308"	"64485"	"48044"	"45664"
""	"C12H12N2O2"	"CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1"	"QFYZFYDOEJZMDX-UHFFFAOYSA-N"	"4-Formyl-antipyrine"	"217.10704"	""	""	""	"6.041"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"256851"	"482125"	"386281"	"449954"	"345873"	"408902"	"450535"	"299862"	"372814"	"610489"	"435251"	"287745"	"247735"	"278751"	"212619"	"253850"
""	"C10H11N5O"	"CC1=NN=C(O)N(C1)\N=C\C1=CN=CC=C1"	"QHMTXANCGGJZRX-WUXMJOGZSA-N"	"Pymetrozine"	"218.10297"	""	""	""	"11.154"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"25047"	"28945"	"27992"	"17086"	"26044"	"23359"	"29417"	"29350"	"26965"	"56295"	"32747"	"23274"	"32430"	"43375"	"15698"	"21515"
""	"C10H11N5O"	"CC1=NN=C(O)N(C1)\N=C\C1=CN=CC=C1"	"QHMTXANCGGJZRX-WUXMJOGZSA-N"	"Pymetrozine"	"218.10297"	""	""	""	"6.179"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"18193"	"39134"	"29543"	"33071"	"27418"	"33103"	"21312"	"35624"	"30831"	"28305"	"24604"	"38603"	"26461"	"28764"	"22264"	"31304"
""	"C10H11N5O"	"CC1=NN=C(O)N(C1)\N=C\C1=CN=CC=C1"	"QHMTXANCGGJZRX-WUXMJOGZSA-N"	"Pymetrozine"	"218.10901"	""	""	""	"8.445"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"37263"	"39145"	"76088"	"78726"	"59431"	"64870"	"53132"	"50754"	"39533"	"42352"	"59820"	"87886"	"92552"	"32281"	"29150"	"64095"
""	"C8H8Cl2N2O"	"CN=C(O)NC1=CC(Cl)=C(Cl)C=C1"	"IDQHRQQSSQDLTR-UHFFFAOYSA-N"	"Diuron-desmethyl"	"219.01639"	""	""	""	"11.292"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"15906"	"17058"	"14431"	"17271"	"17349"	"27025"	"17017"	"17727"	"14645"	"16512"	"20045"	"18475"	"23125"	"15393"	"15238"	"19714"
""	"C12H14N2O2"	"CCC1(C(O)=NCN=C1O)C1=CC=CC=C1"	"DQMZLTXERSFNPB-UHFFFAOYSA-N"	"Primidone"	"219.09814"	""	""	""	"0.834"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"9079"	"885"	"4218"	"3132"	"8309"	"4312"	"3936"	"8592"	"2115"	"43089"	"17116"	"18903"	"15835"	"17672"	"16209"	"1405"
""	"C12H14N2O2"	"CCC1(C(O)=NCN=C1O)C1=CC=CC=C1"	"DQMZLTXERSFNPB-UHFFFAOYSA-N"	"Primidone"	"219.1042"	""	""	""	"11.268"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3051"	"7181"	"5093"	"13868"	"18701"	"12574"	"9966"	"4716"	"7687"	"10041"	"17659"	"9114"	"14369"	"11021"	"11856"	"14596"
""	"C12H14N2O2"	"CCC1(C(O)=NCN=C1O)C1=CC=CC=C1"	"DQMZLTXERSFNPB-UHFFFAOYSA-N"	"Primidone"	"219.11026"	""	""	""	"2.238"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4279"	"1483"	"10639"	"11785"	"13046"	"16021"	"9167"	"14872"	"4320"	"10693"	"12576"	"5965"	"7440"	"10652"	"13170"	"1661"
""	"C12H14N2O2"	"CCC1(C(O)=NCN=C1O)C1=CC=CC=C1"	"DQMZLTXERSFNPB-UHFFFAOYSA-N"	"Primidone"	"219.11328"	""	""	""	"3.942"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2590"	"141055"	"1622"	"2608"	"3284"	"122347"	"2825"	"98681"	"2338"	"3815"	"104051"	"1143"	"3662"	"3873"	"105697"	"1355"
""	"C12H14N2O2"	"CCC1(C(O)=NCN=C1O)C1=CC=CC=C1"	"DQMZLTXERSFNPB-UHFFFAOYSA-N"	"Primidone"	"219.11632"	""	""	""	"3.98"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"38046"	"145012"	"110467"	"97397"	"107750"	"124684"	"98789"	"102128"	"110583"	"108368"	"104051"	"122703"	"95877"	"96643"	"105697"	"91862"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13145"	""	""	""	"5.203"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7721"	"22145"	"12219"	"11805"	"10974"	"9788"	"12135"	"5398"	"5901"	"15172"	"15775"	"15537"	"12970"	"13714"	"13066"	"6765"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13448"	""	""	""	"6.016"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2036"	"26712"	"11058"	"13198"	"11289"	"12168"	"10787"	"8082"	"13192"	"12414"	"9947"	"14265"	"11009"	"11464"	"9876"	"9933"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13448"	""	""	""	"5.002"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"192"	"14478"	"3987"	"3583"	"3243"	"2954"	"4576"	"1659"	"4735"	"5174"	"3077"	"6610"	"2123"	"2934"	"2965"	"3381"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13448"	""	""	""	"5.491"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"12945"	"63628"	"23690"	"23991"	"21943"	"31438"	"22798"	"23410"	"23415"	"26941"	"24132"	"18267"	"21132"	"16268"	"26333"	"18570"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13448"	""	""	""	"4.769"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"24171"	"106346"	"47604"	"35093"	"36756"	"44526"	"37162"	"35261"	"40812"	"39498"	"38260"	"40622"	"33330"	"36916"	"34953"	"32716"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.13751"	""	""	""	"5.353"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"21704"	"52234"	"28207"	"21461"	"22943"	"20796"	"24771"	"21135"	"24362"	"26546"	"26014"	"24360"	"26943"	"20077"	"25122"	"19988"
""	"C9H18N2O4"	"CCCC(C)(COC(O)=N)COC(O)=N"	"NPPQSCRMBWNHMW-UHFFFAOYSA-N"	"Meprobamate"	"219.14053"	""	""	""	"5.051"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1056"	"31596"	"15432"	"9439"	"13585"	"11159"	"9276"	"8689"	"7401"	"7692"	"10110"	"9925"	"10351"	"12592"	"8604"	"7149"
""	"C6H6NO6P"	"OP(O)(=O)OC1=CC=C(C=C1)N(=O)=O"	"XZKIHKMTEMTJQX-UHFFFAOYSA-N"	"4-Nitrophenyl phosphate"	"219.98936"	""	""	""	"6.15"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1086"	"10138"	"5320"	"4041"	"5725"	"4735"	"4390"	"3477"	"4904"	"3543"	"4203"	"5272"	"3863"	"2677"	"3265"	"2909"
""	"C6H6NO6P"	"OP(O)(=O)OC1=CC=C(C=C1)N(=O)=O"	"XZKIHKMTEMTJQX-UHFFFAOYSA-N"	"4-Nitrophenyl phosphate"	"219.9924"	""	""	""	"7.241"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"0"	"6595"	"9816"	"8115"	"5476"	"5829"	"5480"	"4102"	"3102"	"5385"	"2991"	"4174"	"503"	"1689"	"1429"	"2272"
""	"C8H13NO6"	"N[C@@H](CCOC(=O)CCC(O)=O)C(O)=O"	"GNISQJGXJIDKDJ-YFKPBYRVSA-N"	"O-Succinyl-L-Homoserine"	"220.07434"	""	""	""	"4.769"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"254"	"2966"	"351"	"309"	"243"	"234"	"233"	"266"	"0"	"497"	"101"	"888"	"488"	"594"	"190"	"972"
""	"C8H13NO6"	"N[C@@H](CCOC(=O)CCC(O)=O)C(O)=O"	"GNISQJGXJIDKDJ-YFKPBYRVSA-N"	"O-Succinyl-L-Homoserine"	"220.07434"	""	""	""	"1.262"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"31001"	"1"	"107861"	"59230"	"77072"	"97254"	"61412"	"27768"	"393"	"58062"	"60168"	"24559"	"82572"	"28298"	"24708"	"237"
""	"C8H13NO6"	"N[C@@H](CCOC(=O)CCC(O)=O)C(O)=O"	"GNISQJGXJIDKDJ-YFKPBYRVSA-N"	"O-Succinyl-L-Homoserine"	"220.07736"	""	""	""	"0.597"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4127"	"479"	"3072"	"2254"	"4744"	"3599"	"840"	"3140"	"207"	"3336"	"4446"	"14720"	"4870"	"5462"	"4062"	"21"
""	"C9H17NOS2"	"CS(=O)CCCCCCCN=C=S"	"OGYHCBGORZWBPH-UHFFFAOYNA-N"	"1-Isothiocyanato-7-(methylsulfinyl)-heptane"	"220.08344"	""	""	""	"0.542"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"1858"	"503"	"725"	"1032"	"1587"	"158"	"2237"	"4731"	"52"	"1858"	"1757"	"3328"	"3060"	"9818"	"5929"	"104"
""	"C10H13N5O"	"C\C(CO)=C\CNC1=C2N=CN=C2NC=N1"	"UZKQTCBAMSWPJD-UQCOIBPSSA-N"	"Cis-Zeatin"	"220.11378"	""	""	""	"1.998"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2205"	"1018"	"15638"	"3745"	"12456"	"11441"	"4990"	"1084"	"565"	"3110"	"4430"	"1473"	"10783"	"1666"	"653"	"803"
""	"C9H17NO5"	"CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=O"	"GHOKWGTUZJEAQD-ZETCQYMHSA-N"	"D-(+)-Pantothenic acid"	"220.11378"	""	""	""	"1.384"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3168"	"1068"	"12809"	"6556"	"13856"	"11049"	"9581"	"6483"	"183"	"19162"	"16956"	"14414"	"10063"	"16188"	"16398"	"530"
""	"C9H17NO5"	"CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=O"	"GHOKWGTUZJEAQD-ZETCQYMHSA-N"	"D-(+)-Pantothenic acid"	"220.11378"	""	""	""	"1.571"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3653"	"551"	"43313"	"23367"	"31727"	"46147"	"19054"	"4305"	"443"	"12329"	"5367"	"6359"	"4683"	"5909"	"8755"	"240"
""	"C10H13N5O"	"C\C(CO)=C\CNC1=C2N=CN=C2NC=N1"	"UZKQTCBAMSWPJD-UQCOIBPSSA-N"	"Cis-Zeatin"	"220.11378"	""	""	""	"1.341"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"7355"	"1307"	"6921"	"11403"	"12615"	"8543"	"11224"	"15044"	"89"	"2590"	"425"	"15744"	"747"	"1832"	"3592"	"11"
""	"C9H17NO5"	"CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=O"	"GHOKWGTUZJEAQD-ZETCQYMHSA-N"	"D-(+)-Pantothenic acid"	"220.11378"	""	""	""	"1.636"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"3344"	"913"	"5468"	"2263"	"2193"	"2307"	"2373"	"2546"	"640"	"15600"	"8218"	"4703"	"29082"	"2686"	"4960"	"177"
"CHEBI:83481"	"C13H17NO2"	"OC(=O)C(C1CCCCN1)C1=CC=CC=C1"	"INGSNVSERUZOAK-UHFFFAOYNA-N"	"Ritalinic acid"	"220.11986"	""	""	""	"3.98"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"560"	"10493"	"6340"	"5796"	"5409"	"6451"	"5617"	"5413"	"6620"	"5704"	"3944"	"7285"	"6001"	"6179"	"6396"	"4788"
""	"C10H13N5O"	"C\C(CO)=C\CNC1=C2N=CN=C2NC=N1"	"UZKQTCBAMSWPJD-UQCOIBPSSA-N"	"Cis-Zeatin"	"220.12593"	""	""	""	"0.965"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4065"	"69"	"5665"	"5215"	"8897"	"5745"	"4542"	"8245"	"224"	"13"	"1"	"1944"	"5463"	"13095"	"13825"	"56"
"CHEBI:83481"	"C13H17NO2"	"OC(=O)C(C1CCCCN1)C1=CC=CC=C1"	"INGSNVSERUZOAK-UHFFFAOYNA-N"	"Ritalinic acid"	"220.12897"	""	""	""	"3.836"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6113"	"34931"	"11829"	"10307"	"9406"	"13490"	"11188"	"10436"	"13765"	"11995"	"11006"	"12377"	"11780"	"9390"	"10396"	"11298"
"CHEBI:34690"	"C4H7Cl2O4P"	"COP(=O)(OC)OC=C(Cl)Cl"	"OEBRKCOSUFCWJD-UHFFFAOYSA-N"	"Dichlorvos"	"220.95233"	""	""	""	"9.226"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"6881"	"6882"	"3641"	"2019"	"5316"	"5840"	"8597"	"5488"	"11247"	"6005"	"18165"	"15212"	"12842"	"3059"	"3823"	"12102"
"CHEBI:81856"	"C8H6Cl2O3"	"COC1=C(Cl)C=CC(Cl)=C1C(O)=O"	"IWEDIXLBFLAXBO-UHFFFAOYSA-N"	"Dicamba"	"220.96449"	""	""	""	"0.97"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4445"	"2874"	"3728"	"5824"	"6025"	"4441"	"6647"	"8351"	"3697"	"5937"	"9894"	"9950"	"5727"	"9606"	"7664"	"2906"
"CHEBI:81856"	"C8H6Cl2O3"	"COC1=C(Cl)C=CC(Cl)=C1C(O)=O"	"IWEDIXLBFLAXBO-UHFFFAOYSA-N"	"Dicamba"	"220.97058"	""	""	""	"0.468"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"4125"	"3100"	"19330"	"4313"	"9079"	"7533"	"3522"	"1545"	"3030"	"3194"	"5418"	"2180"	"7174"	"1925"	"2018"	"1930"
""	"C11H12N2O3"	"NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O"	"LDCYZAJDBXYCGN-UHFFFAOYNA-N"	"5-Hydroxytryptophan"	"221.08311"	""	""	""	"4.225"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"339"	"12210"	"3123"	"2567"	"1981"	"901"	"1766"	"3919"	"2923"	"3637"	"1275"	"4256"	"3234"	"1795"	"2144"	"2472"
""	"C11H12N2O3"	"NC(CC1=CNC2=C1C=C(O)C=C2)C(O)=O"	"LDCYZAJDBXYCGN-UHFFFAOYNA-N"	"5-Hydroxytryptophan"	"221.0892"	""	""	""	"1.799"	"NCBI:txid559292"	"Saccharomyces cerevisiae"	""	""	""	""	""	""	""	""	""	"2174"	"338"	"2364"	"1720"	"26540"	"3084"	"833"	"1815"	"232"	"1206"	"1294"	"2908"	"3182"	"1358"	"11044"	"860"
