tx_id	ensgene	symbol
YKL148C	YKL148C	SDH1
YKL147C	YKL147C	YKL147C
YKL146W	YKL146W	AVT3
YKL145W	YKL145W	RPT1
YKL145W-A	YKL145W-A	YKL145W-A
YKL144C	YKL144C	RPC25
YKL143W	YKL143W	LTV1
YKL142W	YKL142W	MRP8
YKL141W	YKL141W	SDH3
YKL140W	YKL140W	TGL1
YKL139W	YKL139W	CTK1
YKL138C-A	YKL138C-A	HSK3
YKL138C	YKL138C	MRPL31
YKL137W	YKL137W	CMC1
YKL136W	YKL136W	YKL136W
YKL135C	YKL135C	APL2
YKL134C	YKL134C	OCT1
YKL133C	YKL133C	YKL133C
YKL132C	YKL132C	RMA1
YKL131W	YKL131W	YKL131W
YKL130C	YKL130C	SHE2
YKL129C	YKL129C	MYO3
YKL128C	YKL128C	PMU1
tK(CUU)K	tK(CUU)K	tK(CUU)K
YKL127W	YKL127W	PGM1
YKL126W	YKL126W	YPK1
YKL125W	YKL125W	RRN3
YKL124W	YKL124W	SSH4
YKL123W	YKL123W	YKL123W
YKL122C	YKL122C	SRP21
YKL121W	YKL121W	DGR2
YKL120W	YKL120W	OAC1
YKL119C	YKL119C	VPH2
YKL118W	YKL118W	YKL118W
tA(AGC)K1	tA(AGC)K1	tA(AGC)K1
YKL117W	YKL117W	SBA1
YKL116C	YKL116C	PRR1
YKL115C	YKL115C	YKL115C
YKL114C	YKL114C	APN1
YKL113C	YKL113C	RAD27
YKL112W	YKL112W	ABF1
YKL111C	YKL111C	YKL111C
YKL110C	YKL110C	KTI12
YKL109W	YKL109W	HAP4
YKL108W	YKL108W	SLD2
YKL107W	YKL107W	YKL107W
YKL106C-A	YKL106C-A	YKL106C-A
YKL106W	YKL106W	AAT1
YKL105C	YKL105C	SEG2
YKL104C	YKL104C	GFA1
YKL103C	YKL103C	APE1
YKL102C	YKL102C	YKL102C
YKL101W	YKL101W	HSL1
YKL100C	YKL100C	YKL100C
YKL100W-A	YKL100W-A	YKL100W-A
YKL099C	YKL099C	UTP11
YKL098W	YKL098W	MTC2
YKL097C	YKL097C	YKL097C
YKL096C-B	YKL096C-B	YKL096C-B
YKL096W-A	YKL096W-A	CWP2
YKL096W	YKL096W	CWP1
YKL095W	YKL095W	YJU2
YKL094W	YKL094W	YJU3
YKL093W	YKL093W	MBR1
YKL092C	YKL092C	BUD2
YKL091C	YKL091C	YKL091C
YKL090W	YKL090W	CUE2
YKL089W	YKL089W	MIF2
YKL088W	YKL088W	CAB3
YKL087C	YKL087C	CYT2
YKL086W	YKL086W	SRX1
YKL085W	YKL085W	MDH1
YKL084W	YKL084W	HOT13
YKL083W	YKL083W	YKL083W
YKL082C	YKL082C	RRP14
YKL081W	YKL081W	TEF4
snR38	snR38	snR38
YKL080W	YKL080W	VMA5
YKL079W	YKL079W	SMY1
YKL078W	YKL078W	DHR2
YKL077W	YKL077W	YKL077W
YKL076C	YKL076C	PSY1
YKL075C	YKL075C	YKL075C
YKL074C	YKL074C	MUD2
YKL073W	YKL073W	LHS1
YKL072W	YKL072W	STB6
tW(CCA)K	tW(CCA)K	tW(CCA)K
YKL071W	YKL071W	YKL071W
YKL070W	YKL070W	YKL070W
YKL069W	YKL069W	YKL069W
tV(AAC)K1	tV(AAC)K1	tV(AAC)K1
YKL068W-A	YKL068W-A	YKL068W-A
YKL068W	YKL068W	NUP100
tH(GUG)K	tH(GUG)K	tH(GUG)K
YKL067W	YKL067W	YNK1
YKL066W	YKL066W	YKL066W
YKL065W-A	YKL065W-A	YKL065W-A
YKL065C	YKL065C	YET1
YKL064W	YKL064W	MNR2
YKL063C	YKL063C	YKL063C
YKL062W	YKL062W	MSN4
YKL061W	YKL061W	BLI1
YKL060C	YKL060C	FBA1
YKL059C	YKL059C	MPE1
YKL058W	YKL058W	TOA2
YKL057C	YKL057C	NUP120
YKL056C	YKL056C	TMA19
YKL055C	YKL055C	OAR1
YKL054C	YKL054C	DEF1
YKL053C-A	YKL053C-A	MDM35
YKL053W	YKL053W	YKL053W
YKL052C	YKL052C	ASK1
YKL051W	YKL051W	SFK1
YKL050C	YKL050C	YKL050C
YKL049C	YKL049C	CSE4
YKL048C	YKL048C	ELM1
YKL047W	YKL047W	ANR2
YKL046C	YKL046C	DCW1
YKL045W	YKL045W	PRI2
YKL044W	YKL044W	YKL044W
YKL043W	YKL043W	PHD1
YKL042W	YKL042W	SPC42
YKL041W	YKL041W	VPS24
YKL040C	YKL040C	NFU1
YKL039W	YKL039W	PTM1
snR69	snR69	snR69
YKL038W	YKL038W	RGT1
YKL037W	YKL037W	AIM26
YKL036C	YKL036C	YKL036C
YKL035W	YKL035W	UGP1
YKL034W	YKL034W	TUL1
YKL033W-A	YKL033W-A	YKL033W-A
YKL033W	YKL033W	TTI1
tV(AAC)K2	tV(AAC)K2	tV(AAC)K2
YKL032C	YKL032C	IXR1
YKL031W	YKL031W	YKL031W
YKL030W	YKL030W	YKL030W
YKL029C	YKL029C	MAE1
YKL028W	YKL028W	TFA1
YKL027W	YKL027W	TCD2
YKL026C	YKL026C	GPX1
YKL025C	YKL025C	PAN3
YKL024C	YKL024C	URA6
YKL023C-A	YKL023C-A	YKL023C-A
YKL023W	YKL023W	YKL023W
YKL022C	YKL022C	CDC16
YKL021C	YKL021C	MAK11
YKL020C	YKL020C	SPT23
YKL019W	YKL019W	RAM2
YKL018C-A	YKL018C-A	YKL018C-A
YKL018W	YKL018W	SWD2
YKL017C	YKL017C	HCS1
YKL016C	YKL016C	ATP7
YKL015W	YKL015W	PUT3
YKL014C	YKL014C	URB1
YKL013C	YKL013C	ARC19
YKL012W	YKL012W	PRP40
YKL011C	YKL011C	CCE1
YKL010C	YKL010C	UFD4
YKL009W	YKL009W	MRT4
YKL008C	YKL008C	LAC1
YKL007W	YKL007W	CAP1
YKL006C-A	YKL006C-A	SFT1
snR87	snR87	snR87
YKL006W	YKL006W	RPL14A
YKL005C	YKL005C	BYE1
YKL004W	YKL004W	AUR1
YKL003C	YKL003C	MRP17
YKL002W	YKL002W	DID4
YKL001C	YKL001C	MET14
YKR001C	YKR001C	VPS1
YKR002W	YKR002W	PAP1
YKR003W	YKR003W	OSH6
YKR004C	YKR004C	ECM9
YKR005C	YKR005C	YKR005C
YKR006C	YKR006C	MRPL13
YKR007W	YKR007W	MEH1
YKR008W	YKR008W	RSC4
YKR009C	YKR009C	FOX2
tL(CAA)K	tL(CAA)K	tL(CAA)K
YKR010C	YKR010C	TOF2
YKR011C	YKR011C	YKR011C
YKR012C	YKR012C	YKR012C
YKR013W	YKR013W	PRY2
YKR014C	YKR014C	YPT52
YKR015C	YKR015C	YKR015C
YKR016W	YKR016W	MIC60
YKR017C	YKR017C	HEL1
YKR018C	YKR018C	YKR018C
YKR019C	YKR019C	IRS4
YKR020W	YKR020W	VPS51
YKR021W	YKR021W	ALY1
YKR022C	YKR022C	NTR2
YKR023W	YKR023W	YKR023W
YKR024C	YKR024C	DBP7
YKR025W	YKR025W	RPC37
YKR026C	YKR026C	GCN3
tR(ACG)K	tR(ACG)K	tR(ACG)K
YKR027W	YKR027W	BCH2
YKR028W	YKR028W	SAP190
YKR029C	YKR029C	SET3
YKR030W	YKR030W	GMH1
YKR031C	YKR031C	SPO14
YKR032W	YKR032W	YKR032W
YKR033C	YKR033C	YKR033C
YKR034W	YKR034W	DAL80
YKR035C	YKR035C	OPI8
YKR035W-A	YKR035W-A	DID2
YKR036C	YKR036C	CAF4
YKR037C	YKR037C	SPC34
YKR038C	YKR038C	KAE1
tD(GUC)K	tD(GUC)K	tD(GUC)K
YKR039W	YKR039W	GAP1
tA(AGC)K2	tA(AGC)K2	tA(AGC)K2
YKR040C	YKR040C	YKR040C
YKR041W	YKR041W	YKR041W
YKR042W	YKR042W	UTH1
YKR043C	YKR043C	SHB17
YKR044W	YKR044W	UIP5
YKR045C	YKR045C	YKR045C
YKR046C	YKR046C	PET10
YKR047W	YKR047W	YKR047W
YKR048C	YKR048C	NAP1
YKR049C	YKR049C	FMP46
YKR050W	YKR050W	TRK2
YKR051W	YKR051W	YKR051W
YKR052C	YKR052C	MRS4
YKR053C	YKR053C	YSR3
YKR054C	YKR054C	DYN1
YKR055W	YKR055W	RHO4
YKR056W	YKR056W	TRM2
YKR057W	YKR057W	RPS21A
YKR058W	YKR058W	GLG1
YKR059W	YKR059W	TIF1
YKR060W	YKR060W	UTP30
YKR061W	YKR061W	KTR2
snR42	snR42	snR42
YKR062W	YKR062W	TFA2
YKR063C	YKR063C	LAS1
YKR064W	YKR064W	OAF3
YKR065C	YKR065C	PAM17
YKR066C	YKR066C	CCP1
YKR067W	YKR067W	GPT2
YKR068C	YKR068C	BET3
YKR069W	YKR069W	MET1
YKR070W	YKR070W	YKR070W
YKR071C	YKR071C	DRE2
YKR072C	YKR072C	SIS2
YKR073C	YKR073C	YKR073C
tK(UUU)K	tK(UUU)K	tK(UUU)K
YKR074W	YKR074W	AIM29
YKR075C	YKR075C	YKR075C
YKR075W-A	YKR075W-A	YKR075W-A
YKR076W	YKR076W	ECM4
YKR077W	YKR077W	MSA2
YKR078W	YKR078W	YKR078W
YKR079C	YKR079C	TRZ1
YKR080W	YKR080W	MTD1
YKR081C	YKR081C	RPF2
YKR082W	YKR082W	NUP133
YKR083C	YKR083C	DAD2
YKR084C	YKR084C	HBS1
YKR085C	YKR085C	MRPL20
YKR086W	YKR086W	PRP16
YKR087C	YKR087C	OMA1
YKR088C	YKR088C	TVP38
YKR089C	YKR089C	TGL4
YKR090W	YKR090W	PXL1
YKR091W	YKR091W	SRL3
YKR092C	YKR092C	SRP40
YKR093W	YKR093W	PTR2
YKR094C	YKR094C	RPL40B
YKR095W	YKR095W	MLP1
YKR095W-A	YKR095W-A	PCC1
YKR096W	YKR096W	ESL2
YKR097W	YKR097W	PCK1
YKR098C	YKR098C	UBP11
YKR099W	YKR099W	BAS1
YKR100C	YKR100C	SKG1
YKR101W	YKR101W	SIR1
YKR102W	YKR102W	FLO10
YKR103W	YKR103W	NFT1
YKR104W	YKR104W	YKR104W
YKR105C	YKR105C	VBA5
YKR106W	YKR106W	GEX2
YLL067C	YLL067C	YLL067C
YLL067W-A	YLL067W-A	YLL067W-A
YLL066W-B	YLL066W-B	YLL066W-B
YLL066C	YLL066C	YLL066C
YLL066W-A	YLL066W-A	YLL066W-A
YLL065W	YLL065W	YLL065W
YLL064C	YLL064C	PAU18
YLL063C	YLL063C	AYT1
YLL062C	YLL062C	MHT1
YLL061W	YLL061W	MMP1
YLL060C	YLL060C	GTT2
YLL059C	YLL059C	YLL059C
YLL058W	YLL058W	YLL058W
YLL057C	YLL057C	JLP1
YLL056C	YLL056C	YLL056C
YLL055W	YLL055W	YCT1
YLL054C	YLL054C	YLL054C
YLL053C	YLL053C	YLL053C
YLL052C	YLL052C	AQY2
YLL051C	YLL051C	FRE6
YLL050C	YLL050C	COF1
YLL049W	YLL049W	LDB18
YLL048C	YLL048C	YBT1
YLL047W	YLL047W	YLL047W
YLL046C	YLL046C	RNP1
YLL045C	YLL045C	RPL8B
YLL044W	YLL044W	YLL044W
YLL043W	YLL043W	FPS1
YLL042C	YLL042C	ATG10
YLL041C	YLL041C	SDH2
YLL040C	YLL040C	VPS13
YLL039C	YLL039C	UBI4
YLL038C	YLL038C	ENT4
YLL037W	YLL037W	YLL037W
YLL036C	YLL036C	PRP19
YLL035W	YLL035W	GRC3
YLL034C	YLL034C	RIX7
YLL033W	YLL033W	IRC19
YLL032C	YLL032C	YLL032C
YLL031C	YLL031C	GPI13
YLL030C	YLL030C	RRT7
YLL029W	YLL029W	FRA1
YLL028W	YLL028W	TPO1
YLL027W	YLL027W	ISA1
YLL026W	YLL026W	HSP104
tP(UGG)L	tP(UGG)L	tP(UGG)L
YLL025W	YLL025W	PAU17
YLL024C	YLL024C	SSA2
YLL023C	YLL023C	POM33
YLL022C	YLL022C	HIF1
YLL021W	YLL021W	SPA2
YLL020C	YLL020C	YLL020C
YLL019C	YLL019C	KNS1
YLL019W-A	YLL019W-A	YLL019W-A
YLL018C-A	YLL018C-A	COX19
YLL018C	YLL018C	DPS1
YLL017W	YLL017W	YLL017W
YLL016W	YLL016W	SDC25
YLL015W	YLL015W	BPT1
YLL014W	YLL014W	EMC6
YLL013C	YLL013C	PUF3
YLL012W	YLL012W	YEH1
YLL011W	YLL011W	SOF1
YLL010C	YLL010C	PSR1
YLL009C	YLL009C	COX17
YLL008W	YLL008W	DRS1
YLL007C	YLL007C	YLL007C
YLL006W-A	YLL006W-A	YLL006W-A
YLL006W	YLL006W	MMM1
YLL005C	YLL005C	SPO75
YLL004W	YLL004W	ORC3
YLL003W	YLL003W	SFI1
YLL002W	YLL002W	RTT109
YLL001W	YLL001W	DNM1
YLR001C	YLR001C	YLR001C
YLR002C	YLR002C	NOC3
YLR003C	YLR003C	CMS1
YLR004C	YLR004C	THI73
YLR005W	YLR005W	SSL1
YLR006C	YLR006C	SSK1
YLR007W	YLR007W	NSE1
YLR008C	YLR008C	PAM18
YLR009W	YLR009W	RLP24
YLR010C	YLR010C	TEN1
tS(AGA)L	tS(AGA)L	tS(AGA)L
YLR011W	YLR011W	LOT6
YLR012C	YLR012C	YLR012C
YLR013W	YLR013W	GAT3
YLR014C	YLR014C	PPR1
YLR015W	YLR015W	BRE2
YLR016C	YLR016C	PML1
YLR017W	YLR017W	MEU1
YLR018C	YLR018C	POM34
YLR019W	YLR019W	PSR2
YLR020C	YLR020C	YEH2
YLR021W	YLR021W	IRC25
YLR022C	YLR022C	SDO1
YLR023C	YLR023C	IZH3
YLR024C	YLR024C	UBR2
YLR025W	YLR025W	SNF7
YLR026C	YLR026C	SED5
YLR027C	YLR027C	AAT2
snR30	snR30	snR30
YLR028C	YLR028C	ADE16
YLR029C	YLR029C	RPL15A
YLR030W	YLR030W	YLR030W
YLR031W	YLR031W	YLR031W
YLR032W	YLR032W	RAD5
YLR033W	YLR033W	RSC58
YLR034C	YLR034C	SMF3
YLR035C	YLR035C	MLH2
tA(UGC)L	tA(UGC)L	tA(UGC)L
YLR035C-A	YLR035C-A	YLR035C-A
YLR036C	YLR036C	YLR036C
YLR037C	YLR037C	PAU23
YLR038C	YLR038C	COX12
YLR039C	YLR039C	RIC1
YLR040C	YLR040C	AFB1
YLR041W	YLR041W	YLR041W
YLR042C	YLR042C	YLR042C
YLR043C	YLR043C	TRX1
YLR044C	YLR044C	PDC1
YLR045C	YLR045C	STU2
YLR046C	YLR046C	YLR046C
YLR047C	YLR047C	FRE8
YLR048W	YLR048W	RPS0B
YLR049C	YLR049C	YLR049C
YLR050C	YLR050C	YLR050C
YLR051C	YLR051C	FCF2
YLR052W	YLR052W	IES3
YLR053C	YLR053C	YLR053C
YLR054C	YLR054C	OSW2
YLR055C	YLR055C	SPT8
YLR056W	YLR056W	ERG3
YLR057W	YLR057W	MNL2
YLR058C	YLR058C	SHM2
YLR059C	YLR059C	REX2
YLR060W	YLR060W	FRS1
YLR061W	YLR061W	RPL22A
YLR062C	YLR062C	BUD28
YLR063W	YLR063W	BMT6
YLR064W	YLR064W	PER33
YLR065C	YLR065C	ENV10
YLR066W	YLR066W	SPC3
YLR067C	YLR067C	PET309
YLR068W	YLR068W	FYV7
YLR069C	YLR069C	MEF1
YLR070C	YLR070C	XYL2
YLR071C	YLR071C	RGR1
YLR072W	YLR072W	YLR072W
YLR073C	YLR073C	RFU1
YLR074C	YLR074C	BUD20
YLR075W	YLR075W	RPL10
YLR076C	YLR076C	YLR076C
YLR077W	YLR077W	FMP25
YLR078C	YLR078C	BOS1
YLR079W	YLR079W	SIC1
YLR080W	YLR080W	EMP46
YLR081W	YLR081W	GAL2
YLR082C	YLR082C	SRL2
YLR083C	YLR083C	EMP70
YLR084C	YLR084C	RAX2
YLR085C	YLR085C	ARP6
YLR086W	YLR086W	SMC4
YLR087C	YLR087C	CSF1
YLR088W	YLR088W	GAA1
YLR089C	YLR089C	ALT1
YLR090W	YLR090W	XDJ1
YLR091W	YLR091W	GEP5
YLR092W	YLR092W	SUL2
YLR093C	YLR093C	NYV1
YLR094C	YLR094C	GIS3
YLR095C	YLR095C	IOC2
YLR096W	YLR096W	KIN2
YLR097C	YLR097C	HRT3
YLR098C	YLR098C	CHA4
YLR099C	YLR099C	ICT1
YLR099W-A	YLR099W-A	MIM2
YLR100W	YLR100W	ERG27
YLR101C	YLR101C	YLR101C
YLR102C	YLR102C	APC9
YLR103C	YLR103C	CDC45
YLR104W	YLR104W	LCL2
YLR105C	YLR105C	SEN2
snR79	snR79	snR79
YLR106C	YLR106C	MDN1
YLR107W	YLR107W	REX3
snR6	snR6	snR6
YLR108C	YLR108C	YLR108C
YLR109W	YLR109W	AHP1
YLR110C	YLR110C	CCW12
YLR111W	YLR111W	YLR111W
YLR112W	YLR112W	YLR112W
YLR113W	YLR113W	HOG1
tR(ACG)L	tR(ACG)L	tR(ACG)L
YLR114C	YLR114C	AVL9
YLR115W	YLR115W	CFT2
YLR116W	YLR116W	MSL5
YLR117C	YLR117C	CLF1
YLR118C	YLR118C	YLR118C
YLR119W	YLR119W	SRN2
YLR120C	YLR120C	YPS1
YLR120W-A	YLR120W-A	YLR120W-A
YLR121C	YLR121C	YPS3
YLR122C	YLR122C	YLR122C
YLR123C	YLR123C	YLR123C
YLR124W	YLR124W	YLR124W
YLR125W	YLR125W	YLR125W
YLR126C	YLR126C	YLR126C
YLR127C	YLR127C	APC2
YLR128W	YLR128W	DCN1
YLR129W	YLR129W	DIP2
YLR130C	YLR130C	ZRT2
YLR131C	YLR131C	ACE2
YLR132C	YLR132C	USB1
YLR133W	YLR133W	CKI1
YLR134W	YLR134W	PDC5
YLR135W	YLR135W	SLX4
YLR136C	YLR136C	TIS11
YLR137W	YLR137W	RKM5
YLR138W	YLR138W	NHA1
YLR139C	YLR139C	SLS1
YLR140W	YLR140W	YLR140W
YLR141W	YLR141W	RRN5
YLR142W	YLR142W	PUT1
tD(GUC)L1	tD(GUC)L1	tD(GUC)L1
YLR143W	YLR143W	DPH6
YLR144C	YLR144C	ACF2
YLR145W	YLR145W	RMP1
YLR146C	YLR146C	SPE4
YLR146W-A	YLR146W-A	YLR146W-A
YLR147C	YLR147C	SMD3
YLR148W	YLR148W	PEP3
YLR149C	YLR149C	YLR149C
YLR149C-A	YLR149C-A	YLR149C-A
YLR150W	YLR150W	STM1
YLR151C	YLR151C	PCD1
YLR152C	YLR152C	YLR152C
YLR153C	YLR153C	ACS2
YLR154C	YLR154C	RNH203
tQ(UUG)L	tQ(UUG)L	tQ(UUG)L
RDN37-1	RDN37-1	RDN37-1
RDN25-1	RDN25-1	RDN25-1
YLR154W-A	YLR154W-A	YLR154W-A
YLR154W-B	YLR154W-B	YLR154W-B
YLR154W-C	YLR154W-C	TAR1
RDN58-1	RDN58-1	RDN58-1
YLR154W-E	YLR154W-E	YLR154W-E
YLR154W-F	YLR154W-F	YLR154W-F
RDN18-1	RDN18-1	RDN18-1
RDN5-1	RDN5-1	RDN5-1
RDN37-2	RDN37-2	RDN37-2
RDN25-2	RDN25-2	RDN25-2
YLR154C-G	YLR154C-G	YLR154C-G
RDN58-2	RDN58-2	RDN58-2
RDN18-2	RDN18-2	RDN18-2
RDN5-2	RDN5-2	RDN5-2
YLR154C-H	YLR154C-H	YLR154C-H
YLR155C	YLR155C	ASP3-1
YLR156W	YLR156W	YLR156W
RDN5-3	RDN5-3	RDN5-3
YLR156C-A	YLR156C-A	YLR156C-A
YLR157C	YLR157C	ASP3-2
YLR157W-D	YLR157W-D	YLR157W-D
YLR157C-B	YLR157C-B	YLR157C-B
YLR157C-A	YLR157C-A	YLR157C-A
YLR157W-E	YLR157W-E	YLR157W-E
RDN5-4	RDN5-4	RDN5-4
YLR157C-C	YLR157C-C	YLR157C-C
YLR158C	YLR158C	ASP3-3
YLR159W	YLR159W	YLR159W
RDN5-5	RDN5-5	RDN5-5
YLR159C-A	YLR159C-A	YLR159C-A
YLR160C	YLR160C	ASP3-4
YLR161W	YLR161W	YLR161W
RDN5-6	RDN5-6	RDN5-6
YLR162W	YLR162W	YLR162W
YLR162W-A	YLR162W-A	RRT15
YLR163C	YLR163C	MAS1
YLR163W-A	YLR163W-A	YLR163W-A
YLR164W	YLR164W	SHH4
YLR165C	YLR165C	PUS5
YLR166C	YLR166C	SEC10
YLR167W	YLR167W	RPS31
YLR168C	YLR168C	UPS2
YLR169W	YLR169W	YLR169W
YLR170C	YLR170C	APS1
YLR171W	YLR171W	YLR171W
YLR172C	YLR172C	DPH5
YLR173W	YLR173W	YLR173W
YLR174W	YLR174W	IDP2
YLR175W	YLR175W	CBF5
YLR176C	YLR176C	RFX1
YLR177W	YLR177W	YLR177W
YLR178C	YLR178C	TFS1
YLR179C	YLR179C	YLR179C
YLR180W	YLR180W	SAM1
YLR181C	YLR181C	VTA1
YLR182W	YLR182W	SWI6
YLR183C	YLR183C	TOS4
YLR184W	YLR184W	YLR184W
YLR185W	YLR185W	RPL37A
YLR186W	YLR186W	EMG1
YLR187W	YLR187W	SKG3
YLR188W	YLR188W	MDL1
YLR189C	YLR189C	ATG26
YLR190W	YLR190W	MMR1
YLR191W	YLR191W	PEX13
YLR192C	YLR192C	HCR1
YLR193C	YLR193C	UPS1
YLR194C	YLR194C	YLR194C
YLR195C	YLR195C	NMT1
YLR196W	YLR196W	PWP1
YLR197W	YLR197W	NOP56
YLR198C	YLR198C	YLR198C
YLR199C	YLR199C	PBA1
YLR200W	YLR200W	YKE2
YLR201C	YLR201C	COQ9
YLR202C	YLR202C	YLR202C
YLR203C	YLR203C	MSS51
YLR204W	YLR204W	QRI5
YLR205C	YLR205C	HMX1
YLR206W	YLR206W	ENT2
YLR207W	YLR207W	HRD3
YLR208W	YLR208W	SEC13
YLR209C	YLR209C	PNP1
YLR210W	YLR210W	CLB4
YLR211C	YLR211C	ATG38
YLR212C	YLR212C	TUB4
YLR213C	YLR213C	CRR1
YLR214W	YLR214W	FRE1
YLR215C	YLR215C	CDC123
YLR216C	YLR216C	CPR6
YLR217W	YLR217W	YLR217W
YLR218C	YLR218C	COA4
YLR219W	YLR219W	MSC3
YLR220W	YLR220W	CCC1
YLR221C	YLR221C	RSA3
YLR222C	YLR222C	UTP13
YLR222C-A	YLR222C-A	YLR222C-A
YLR223C	YLR223C	IFH1
YLR224W	YLR224W	YLR224W
YLR225C	YLR225C	YLR225C
YLR226W	YLR226W	BUR2
YLR227C	YLR227C	ADY4
tL(UAG)L1	tL(UAG)L1	tL(UAG)L1
YLR227W-B	YLR227W-B	YLR227W-B
YLR227W-A	YLR227W-A	YLR227W-A
YLR228C	YLR228C	ECM22
YLR229C	YLR229C	CDC42
YLR230W	YLR230W	YLR230W
tI(UAU)L	tI(UAU)L	tI(UAU)L
YLR231C	YLR231C	BNA5
YLR232W	YLR232W	YLR232W
YLR233C	YLR233C	EST1
YLR234W	YLR234W	TOP3
YLR235C	YLR235C	YLR235C
YLR236C	YLR236C	YLR236C
YLR237W	YLR237W	THI7
YLR238W	YLR238W	FAR10
YLR239C	YLR239C	LIP2
YLR240W	YLR240W	VPS34
YLR241W	YLR241W	CSC1
YLR242C	YLR242C	ARV1
YLR243W	YLR243W	GPN3
YLR244C	YLR244C	MAP1
YLR245C	YLR245C	CDD1
YLR246W	YLR246W	ERF2
tL(CAA)L	tL(CAA)L	tL(CAA)L
YLR247C	YLR247C	IRC20
YLR248W	YLR248W	RCK2
YLR249W	YLR249W	YEF3
YLR250W	YLR250W	SSP120
YLR251W	YLR251W	SYM1
YLR252W	YLR252W	YLR252W
YLR253W	YLR253W	MCP2
YLR254C	YLR254C	NDL1
YLR255C	YLR255C	YLR255C
YLR256W	YLR256W	HAP1
YLR256W-A	YLR256W-A	YLR256W-A
tA(AGC)L	tA(AGC)L	tA(AGC)L
YLR257W	YLR257W	YLR257W
YLR258W	YLR258W	GSY2
YLR259C	YLR259C	HSP60
YLR260W	YLR260W	LCB5
YLR261C	YLR261C	VPS63
YLR262C	YLR262C	YPT6
YLR262C-A	YLR262C-A	TMA7
YLR263W	YLR263W	RED1
YLR264W	YLR264W	RPS28B
YLR264C-A	YLR264C-A	YLR264C-A
YLR265C	YLR265C	NEJ1
YLR266C	YLR266C	PDR8
YLR267W	YLR267W	BOP2
YLR268W	YLR268W	SEC22
YLR269C	YLR269C	YLR269C
YLR270W	YLR270W	DCS1
YLR271W	YLR271W	YLR271W
YLR272C	YLR272C	YCS4
tV(AAC)L	tV(AAC)L	tV(AAC)L
YLR273C	YLR273C	PIG1
YLR274W	YLR274W	MCM5
YLR275W	YLR275W	SMD2
YLR276C	YLR276C	DBP9
YLR277C	YLR277C	YSH1
YLR278C	YLR278C	YLR278C
YLR279W	YLR279W	YLR279W
YLR280C	YLR280C	YLR280C
YLR281C	YLR281C	YLR281C
YLR282C	YLR282C	YLR282C
YLR283W	YLR283W	YLR283W
YLR284C	YLR284C	ECI1
YLR285W	YLR285W	NNT1
YLR285C-A	YLR285C-A	YLR285C-A
YLR286C	YLR286C	CTS1
YLR286W-A	YLR286W-A	YLR286W-A
YLR287C	YLR287C	YLR287C
YLR287C-A	YLR287C-A	RPS30A
YLR288C	YLR288C	MEC3
YLR289W	YLR289W	GUF1
YLR290C	YLR290C	YLR290C
YLR291C	YLR291C	GCD7
YLR292C	YLR292C	SEC72
YLR293C	YLR293C	GSP1
YLR294C	YLR294C	YLR294C
YLR295C	YLR295C	ATP14
YLR296W	YLR296W	YLR296W
YLR297W	YLR297W	YLR297W
YLR298C	YLR298C	YHC1
YLR299W	YLR299W	ECM38
YLR299C-A	YLR299C-A	YLR299C-A
YLR300W	YLR300W	EXG1
YLR301W	YLR301W	HRI1
tL(UAG)L2	tL(UAG)L2	tL(UAG)L2
YLR302C	YLR302C	YLR302C
YLR303W	YLR303W	MET17
tI(AAU)L1	tI(AAU)L1	tI(AAU)L1
YLR304C	YLR304C	ACO1
YLR305C	YLR305C	STT4
YLR306W	YLR306W	UBC12
YLR307W	YLR307W	CDA1
YLR307C-A	YLR307C-A	YLR307C-A
YLR308W	YLR308W	CDA2
YLR309C	YLR309C	IMH1
YLR310C	YLR310C	CDC25
YLR311C	YLR311C	YLR311C
YLR312C	YLR312C	YLR312C
YLR312W-A	YLR312W-A	MRPL15
YLR313C	YLR313C	SPH1
YLR314C	YLR314C	CDC3
YLR315W	YLR315W	NKP2
YLR316C	YLR316C	TAD3
YLR317W	YLR317W	YLR317W
YLR318W	YLR318W	EST2
YLR319C	YLR319C	BUD6
YLR320W	YLR320W	MMS22
YLR321C	YLR321C	SFH1
YLR322W	YLR322W	VPS65
YLR323C	YLR323C	CWC24
YLR324W	YLR324W	PEX30
YLR325C	YLR325C	RPL38
YLR326W	YLR326W	YLR326W
YLR327C	YLR327C	TMA10
tS(GCU)L	tS(GCU)L	tS(GCU)L
YLR328W	YLR328W	NMA1
YLR329W	YLR329W	REC102
YLR330W	YLR330W	CHS5
YLR331C	YLR331C	JIP3
YLR332W	YLR332W	MID2
tD(GUC)L2	tD(GUC)L2	tD(GUC)L2
snR61	snR61	snR61
snR55	snR55	snR55
snR57	snR57	snR57
YLR333C	YLR333C	RPS25B
YLR334C	YLR334C	YLR334C
tE(UUC)L	tE(UUC)L	tE(UUC)L
YLR335W	YLR335W	NUP2
YLR336C	YLR336C	SGD1
YLR337C	YLR337C	VRP1
YLR338W	YLR338W	OPI9
YLR339C	YLR339C	YLR339C
YLR340W	YLR340W	RPP0
YLR341W	YLR341W	SPO77
YLR342W	YLR342W	FKS1
YLR342W-A	YLR342W-A	YLR342W-A
YLR343W	YLR343W	GAS2
tR(CCG)L	tR(CCG)L	TRR4
YLR344W	YLR344W	RPL26A
YLR345W	YLR345W	YLR345W
YLR346C	YLR346C	YLR346C
YLR347C	YLR347C	KAP95
